Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2020/21,6.22562678862746,6.20440914573516,6.2469121583912,6.19220414139184,6.25921779883754,309149,4965749,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth more deprived decile (IMD2019),2020/21,5.9695792144238,5.94905110949453,5.99017364314386,5.93724310817685,6.00208019571658,304476,5100460,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2020/21,6.5278473066955,6.50676058009336,6.54899758308833,6.49462917937379,6.56122341315073,343078,5255607,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth less deprived decile (IMD2019),2020/21,6.18599982358255,6.16566288958572,6.20639940049788,6.15396346412653,6.21819190777207,332412,5373618,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2020/21,6.66754684118111,6.6497855585611,6.68535216597432,6.63956301668025,6.69564015064781,504007,7559107,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2020/21,6.35247825003978,6.33429480724484,6.37071034057744,6.32383090377721,6.38124653029977,437891,6893231,Aggregated from all known lower geography values,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second least deprived decile (IMD2019),2020/21,6.55161942971997,6.53464973271379,6.56863009791911,6.52488228661591,6.57845842360883,533789,8147436,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2020/21,6.00937951148509,5.98734750887511,6.03148738528334,5.97467657350128,6.04427105846524,267694,4454603,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2020/21,6.54641692038326,6.52933942868512,6.56353594180008,6.51951007324407,6.57342700675212,526255,8038825,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second most deprived decile (IMD2019),2020/21,6.36990785416559,6.35290765849998,6.38695043919658,6.34312326753832,6.39679781702742,503719,7907791,Aggregated from all known lower geography values,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2020/21,6.15666559777118,6.13953166052835,6.17384420643154,6.12967117858881,6.18377106616519,464243,7540494,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth more deprived decile (IMD2019),2020/21,6.28534385010725,6.26521920394641,6.30552879056436,6.25364113533805,6.31719645114925,350111,5570276,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2020/21,6.34548445305589,6.32371286722105,6.36732590026715,6.31118938533424,6.37995318993453,304637,4800847,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth less deprived decile (IMD2019),2020/21,6.23232999695238,6.21327555497623,6.2514389787408,6.20231203843021,6.26248353662395,384252,6165463,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2020/21,6.55021438481023,6.52895774567818,6.57153536461068,6.51672871910621,6.5838599956972,339847,5188334,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2020/21,6.57741680368943,6.55320256355838,6.60171419509517,6.53927648702934,6.61576382696112,263893,4012107,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second least deprived decile (IMD2019),2020/21,6.53935345534997,6.5143875854294,6.56440828649855,6.50003069533322,6.57889736497954,245446,3753368,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,,,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2020/21,6.24638671694474,6.22256133369833,6.27029722491872,6.20886039414442,6.28412465217872,246668,3948971,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,,,2020/21,6.375014325,6.368670626,6.381362435,6.365015274,6.385027048,3629071,56926476,,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Most deprived decile,2020/21,6.62257592612967,6.59875322638378,6.64647851004927,6.58505146104729,6.66029897611443,276284,4171851,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second most deprived decile,2020/21,6.71491394023084,6.69149694308512,6.7384069675182,6.67802738998948,6.75198949460796,293710,4373995,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third more deprived decile,2020/21,6.95745683481774,6.93255176146928,6.9824446665927,6.9182271219168,6.99689227774374,278011,3995871,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth more deprived decile,2020/21,5.83249137654719,5.81560799414424,5.84942072926973,5.80589258972258,5.85920444153778,430532,7381614,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth more deprived decile,2020/21,6.37575300107002,6.35408823207563,6.39748659148903,6.34162587757723,6.4100512084952,310500,4870013,Aggregated from all known lower geography values,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fifth less deprived decile,2020/21,6.15760944657074,6.14274517229196,6.17250732408765,6.13418853180402,6.18111389604509,617236,10023955,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Fourth less deprived decile ,2020/21,6.54230024453209,6.52064065984149,6.56402672375959,6.50818042204511,6.57658636088491,326537,4991165,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Third less deprived decile,2020/21,6.91230878970895,6.88788062958312,6.93681713102663,6.87382984582745,6.95098705685052,285384,4128635,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Second least deprived decile,2020/21,6.37572566757731,6.35837403627888,6.393121417666,6.34838776501625,6.40317324556786,484351,7596798,Aggregated from all known lower geography values,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"CCG deprivation deciles in England (IMD2019, 2021 CCGs)",Least deprived decile ,2020/21,6.05509905371808,6.0350001886007,6.07526052799045,6.0234380360387,6.08691571219845,326526,5392579,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2020/21,6.55050403044948,6.53009567355074,6.57097168523014,6.5183535446798,6.58280192549583,368762,5629521,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second most deprived decile (IMD2019),2020/21,6.422434499417,6.39696966939299,6.44799371593457,6.38232749911462,6.46277613603374,227813,3547144,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2020/21,6.22562678862746,6.20440914573516,6.2469121583912,6.19220414139184,6.25921779883754,309149,4965749,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth more deprived decile (IMD2019),2020/21,5.9695792144238,5.94905110949453,5.99017364314386,5.93724310817685,6.00208019571658,304476,5100460,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2020/21,6.5278473066955,6.50676058009336,6.54899758308833,6.49462917937379,6.56122341315073,343078,5255607,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth less deprived decile (IMD2019),2020/21,6.18599982358255,6.16566288958572,6.20639940049788,6.15396346412653,6.21819190777207,332412,5373618,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2020/21,6.66754684118111,6.6497855585611,6.68535216597432,6.63956301668025,6.69564015064781,504007,7559107,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2020/21,6.35247825003978,6.33429480724484,6.37071034057744,6.32383090377721,6.38124653029977,437891,6893231,Aggregated from all known lower geography values,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second least deprived decile (IMD2019),2020/21,6.55161942971997,6.53464973271379,6.56863009791911,6.52488228661591,6.57845842360883,533789,8147436,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2020/21,6.00937951148509,5.98734750887511,6.03148738528334,5.97467657350128,6.04427105846524,267694,4454603,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2020/21,6.54641692038326,6.52933942868512,6.56353594180008,6.51951007324407,6.57342700675212,526255,8038825,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second most deprived decile (IMD2019),2020/21,6.36990785416559,6.35290765849998,6.38695043919658,6.34312326753832,6.39679781702742,503719,7907791,Aggregated from all known lower geography values,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2020/21,6.15666559777118,6.13953166052835,6.17384420643154,6.12967117858881,6.18377106616519,464243,7540494,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth more deprived decile (IMD2019),2020/21,6.28534385010725,6.26521920394641,6.30552879056436,6.25364113533805,6.31719645114925,350111,5570276,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2020/21,6.34548445305589,6.32371286722105,6.36732590026715,6.31118938533424,6.37995318993453,304637,4800847,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth less deprived decile (IMD2019),2020/21,6.23232999695238,6.21327555497623,6.2514389787408,6.20231203843021,6.26248353662395,384252,6165463,Aggregated from all known lower geography values,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2020/21,6.55021438481023,6.52895774567818,6.57153536461068,6.51672871910621,6.5838599956972,339847,5188334,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2020/21,6.57741680368943,6.55320256355838,6.60171419509517,6.53927648702934,6.61576382696112,263893,4012107,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Second least deprived decile (IMD2019),2020/21,6.53935345534997,6.5143875854294,6.56440828649855,6.50003069533322,6.57889736497954,245446,3753368,Aggregated from all known lower geography values,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E92000001,England,England,Persons,6+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2020/21,6.24638671694474,6.22256133369833,6.27029722491872,6.20886039414442,6.28412465217872,246668,3948971,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000001,Hartlepool,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.169973261,7.004072384,7.338568967,6.910111375,7.438230706,6516,90879,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000002,Middlesbrough,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.27046894,6.149879405,6.392711204,6.081396157,6.464662262,9554,152365,,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.215157622,7.075199939,7.357003516,6.99614103,7.440058608,9345,129519,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.141956565,7.02702862,7.258172237,6.961679393,7.326244984,13595,190354,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.013198127,6.859094042,7.169683574,6.771638871,7.262169076,7248,103348,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.591681396,7.446546875,7.738740043,7.36380897,7.825564655,9535,125598,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.681149717,6.574572826,6.78892442,6.513700919,6.852318959,13870,207599,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.7215532,7.594347137,7.850204773,7.521716394,7.925909554,12856,166495,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.852922583,7.723876246,7.98342572,7.650365582,8.060038358,12919,164512,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.391620653,6.302099753,6.482028448,6.25089367,6.535097505,18081,282886,,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,7.183716908,7.093101984,7.275126146,7.041219608,7.328689164,22140,308197,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.84865541,6.725917215,6.972940674,6.655950211,7.046170809,10951,159900,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.683166905,6.567255232,6.800496582,6.501177163,6.869561045,11719,175351,,,Higher 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000014,York,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.156335845,6.056729918,6.25708726,6.000139171,6.316079113,13581,220602,,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000015,Derby,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.391175869,6.300786674,6.482465909,6.249493985,6.535650868,17800,278509,,,Similar,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000016,Leicester,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,5.053891059,4.985859085,5.122586775,4.947030866,5.16279318,19886,393479,,,Lower 99.8,Not compared,20200000,,,1y
90933,Asthma: QOF prevalence,E92000001,England,E06000017,Rutland,Counties & UAs (from Apr 2023),Persons,6+ yrs,,,2020/21,6.809353737,6.56103642,7.064127413,6.421926369,7.216848261,2612,38359,,,Higher 99.8,Not compared,20200000,,,1y
